Unique_ID,Category,Review_text,Date,Email
140304,smartTv,Its a gaming laptop snd still hangs while working on photoshop! How will it support my other 3d softwares! Even while watching videos it gets hanged!,23-Aug-24,spkincident@gmail.com
142953,mobile,Mobile is good,24-Sep-24,spkincident@gmail.com
118558,refrigerator,Brought broken piece. LED panel os Physically damaged,21-Jun-24,spkincident@gmail.com
115026,mobile,Back camer is good in full light.Pubg is very smooth battery life is also very good in 9000 you can go with this phone it has every feture,12-Dec-24,spkincident@gmail.com
125047,mobile accessories,Good,20-Sep-24,spkincident@gmail.com
165948,mobile accessories,Worlds Non1 phone,12-Apr-24,spkincident@gmail.com
123577,mobile accessories,Fast charging cable is the best,14-Sep-24,spkincident@gmail.com
134618,mobile,"I don't have to describe because Everyone knows that iPhones are iPhones they are fabulous. The only thing I have to say that it's High stainless steel getting scratches very easily, So tale care of ur expensive iPhone.",9-Jun-24,spkincident@gmail.com
142836,mobile,Microphone not working in the first month itself.,2-Apr-24,spkincident@gmail.com
156465,mobile,Supur,5-Dec-24,spkincident@gmail.com
152417,mobile,Pros: 1.Lovely display 2.Monster Battery 3.Handy design 4.Decent software 5.Always on display option Cons: 1.Slow camera while on focus 2.Below average picture clarity(Not an expected one) 3.Average built quality 4. No gorilla glass protection as informed (Better to buy tempered glass and back panel) Conclusion: Better performance for this price range. We can buy if we find some good deals :),9-Jul-24,spkincident@gmail.com
142210,mobile accessories,Love this product,29-Aug-24,spkincident@gmail.com
112161,mobile accessories,Amazing at this price point,18-Jan-25,spkincident@gmail.com
134645,mobile accessories,"I don't like this phone ,",15-Oct-24,spkincident@gmail.com
156282,smartTv,Superb product,11-Mar-25,spkincident@gmail.com
149088,smartTv,"Only within a month of purchase, tv is geting hanged frequently. Got shut down with a cracking voice twice. Now my running around the customer care will start. Hope the oderal stops in only one visti of technician. Else it will be night mare for the warranty period and will have to again spen for another tv. Very disappointed.",12-Feb-25,spkincident@gmail.com
112279,mobile accessories,Amazing looking phone but front camera is not that good...battery life is good,6-Apr-24,spkincident@gmail.com
167781,smartTv,extremely happy with iphone 11,23-Mar-24,spkincident@gmail.com
159848,mobile,"This is not a phone , it's a beast . Samsung calling it as monster, yes it's a monster -display quality is next to none in this price range ( none of the phones can come close to this ) , - Call quality ,signal reception is just great . - Earpiece is so loud and even at high volume you'll not find any distortion . -Battery life is stellar ( real monster) - Though it has 6k mah battery the weight distribution is great , it doesn't feel bulky . - One UI is so smooth it has plenty of features you can play around, you'll easily get used to the UI ( it's very simple & feature rich ) . - Camera under good lighting situations produces great pics , Dynamic range is good , colour saturation is great . -Low light/ artificial light camera is average. ( C+) - selfie camera under good lighting situations produces decent photos , struggle at low light. -Video stabilization is A+ just awesome - auto focus in video is a hit or miss - you can even play PUBG at high graphics with minimal frame drops , gaming also good If you want A+ display A+ battery life and low light camera is on your low priority then this is the phone for you. I'm in love with the phone ( low light camera is not the highest priority for me ) Watch the 1hour full review in YouTube Adithya Vlogs",9-Jun-24,spkincident@gmail.com
133949,mobile accessories,"I am using this phone since its launch. I would just say I LOVE THIS PHONE... Processor, RAM management, Camera, Battery, Display, etc. are all the best in class.",17-May-24,spkincident@gmail.com
153693,mobile accessories,"Samsung M30s is a very good phone, Pros:- 1) Big battery 2) Sleek and premium design 3) Super Amoled display Cons:- 1) No Notification light. 2) Camera quality can be improved little bit. 3) Should give atleast 20-25W fast charging as battery is 6000mah despite it has 15w fast charging still it takes approx 2 hours 40 minutes from 0 to 100%. REST everything is nice will recommend can go for it for sure. Samsung design and one ui is also nice.",3-Aug-24,spkincident@gmail.com
163635,smartTv,"Very good quality for 4K, UHD. Its looking Nice",14-May-25,spkincident@gmail.com
123238,mobile,Exlent,18-May-25,spkincident@gmail.com
159563,mobile accessories,"This is a premium phone in this range as its build quality is excellent. The interface is so much easier and handy. The battery is also very impressive as It can last upto a day and a half . The fingerprint scanner and the face detection is also quite impressive in this segment, the response time is less than a second. There is no lag while playing games ,the screen quality is very good. The light sensor is very responsive also the camera quality is nice and given that the wide camera lens makes it much more interesting. Talking about the front camera it is also impressive as compared to the price tag of the phone . It also has fast charging and charges it at a rate of 1 to 2 percent per minute or slight less than a minute. The body is scratch less and the it comes with a single speaker but it is more than enough. The touch is very smooth and feathery. There are many additional features like increase touch sensitivity while using gloves and device manager. And nonetheless it comes with a brand value of Samsung providing nice service all around the globe and easy to locate the service centers anywhere in India or in any other country. So my recommendation is to go for it because in this range the Samsung has offered everything to make it a premium flagship .",22-Oct-24,spkincident@gmail.com
158153,mobile,"The phone is sleek and looks sexy! However the battery life is bad..... using apps and the phone continuously for sometime drains out the battery really quick, which is a huge draw back for a new phone! Secondly iOS 13 is taking up quite a lot of space therefore 32GB IPhone is just not recommended! Camera is just good! Overall not satisfied with 6S 32GB",13-May-24,spkincident@gmail.com
123684,mobile accessories,Feels good with phone feutilures at this price,28-Dec-24,spkincident@gmail.com
162534,mobile accessories,"Very bad phone it is. I purchased it from Jaipur in January 2017 , I am not happy with its performance, Dont be brand conscious be a an intelligent buyer. It hangs a lot.sometime power button doesn't work, on the camera is good but it comes in other phones also in cheap price Vikrant singh",29-Mar-25,spkincident@gmail.com
114421,mobile,"Awesome phone. Feels great in hand. Body feel, battery, on-screen display is excellent.",2-Nov-24,spkincident@gmail.com
165580,mobile,"With it's 6000 mah battery m30s is an awesome purchase, in hand experience is really good and feels lightweight compared to the massive battery it has. Camera quality is really good and looks natural, ultra wide is love ðŸ˜ Gaming experience on M30s is amazing and smooth, we can play heavy games easily without any lag. Game Booster is very helpful while gaming as we can block all the notifications and popups. M30s comes with every feature a person needs on his device(big battery, good performance, great camera, awesome design) with such attractive price. #GoMonster",16-Jan-25,spkincident@gmail.com
124763,smartTv,Genuine and well packed. 4K is better than 2K fire TV stick in picture and sound quality but failed to get Dolby Atmos,1-May-24,spkincident@gmail.com
138582,smartTv,It is enmeshed my daughter completely!,18-Jun-24,spkincident@gmail.com
117384,mobile accessories,Best phone,17-Nov-24,spkincident@gmail.com
135224,refrigerator,"I have bought it EOS80D, when I tried to register it with Canon EDGE, It is astonishing to see the message "" your serial number is already registered"" etc. That means what I received is not new! or re-furbished one! what is this?",11-Mar-24,spkincident@gmail.com
150704,mobile,Phone is too slow. Using more RAM than expected. When I am using amazon app iy says 1.6 GB of 4GB available Facing lagging issue. Battery performance/backup is pathetic mot even lasting for 1 complete day on normal use of internet... Hanging a lot... Would not recommend it to anyone... @amazon: I need my money back please provide the return assistance.,7-Aug-24,spkincident@gmail.com
163601,mobile,Very good product..battery should be more.apart from that good performance mobile,16-Mar-25,spkincident@gmail.com
125188,books,Good,4-Jul-24,spkincident@gmail.com
127081,mobile,Good,16-Jun-24,spkincident@gmail.com
169197,refrigerator,"nice ,product in a++ condition",17-May-24,spkincident@gmail.com
163045,mobile,"Very good build quality, excellent performance, impressive camera, smooth software experience, nice screen. Decent battery, display brightness not great. Overall great package",5-Feb-25,spkincident@gmail.com
114411,mobile,"Awesome phone. And delivery in Bangalore was really quick, it reached in lesser than a day",24-Mar-24,spkincident@gmail.com
134463,mobile,"I brought this thing about a year ago still works as new the problems faced are, this thing isnt handy as a 10000 mah power bank and it'll will get dirty as its color is white",15-Mar-24,spkincident@gmail.com
128493,mobile accessories,Good mobile,16-Nov-24,spkincident@gmail.com
118051,mobile accessories,"Better go for m20, Better than this with small difference in money",2-Feb-25,spkincident@gmail.com
117080,mobile accessories,Best in Market Today. Fabulous product. All that compact features are available in it.,27-Jul-24,spkincident@gmail.com
150322,mobile,Phone all over good ...reason main thing bettry for me which is long lasting.. For professional purpose handy..you can enjoy everything in budget. .i satisfied i paid 9900 for this product. No need to purchase costly mobile if same feature mobile with high rates..phone life we can assume 2 years last..again i can buy better mobile with in budget.. Camera is sufficient in this cost ...,20-Dec-24,spkincident@gmail.com
136399,mobile,"I ordered 2 phones on first sale. Phone is good, Touch, processor everyrthing is great.. Camara clearity is awsome... specially selfie camara. Must buy.. Valur for money..",17-Mar-24,spkincident@gmail.com
119707,mobile accessories,Charger burn and also burn my hand,20-Jun-24,spkincident@gmail.com
114395,mobile,"Awesome phone, a very good camera quality",7-Mar-24,spkincident@gmail.com
120103,mobile,Cost too high,7-Jun-24,spkincident@gmail.com
113614,smartTv,Awesome,7-Jul-24,spkincident@gmail.com
166431,refrigerator,Worth for money and super product,12-Dec-24,spkincident@gmail.com
138983,smartTv,"It stopped working during updating on the very first day I received it before descending into being stuck at showing Repair. The little time I did use it, the battery life and display are not up to the mark. Later I found out that the HDD was shot. Then, I had a harrowing time with Amazon Customer Service for the next 10 days before getting a refund. Do not go for this product.",12-Jun-24,spkincident@gmail.com
113510,mobile,Awesom,2-Nov-24,spkincident@gmail.com
160759,mobile,"This was my second purchase, highly recommend anyone who is looking for quality battery backup, built to last, power sustained for more than six months when it is fully charged.",22-Dec-24,spkincident@gmail.com
131337,smartTv,Got in less then 12hrs from the time of order... via prime account .. product is genuine.... no issues identified till now ..,19-Sep-24,spkincident@gmail.com
155020,smartTv,Sound quality is nice. Though the bass is not present much and the volume is a little low from JBL standards.,9-Dec-24,spkincident@gmail.com
112243,mobile accessories,"Amazing display and avarage camera performance, i feel little bit slow in loading apps.. i used redmi note 3 earlier but comparing to six pro i feel redmi note 3 is little bit faster than six pro in app loading and performance, but other specs are awesome..",27-Aug-24,spkincident@gmail.com
164468,mobile,"Very pathetic phone, automatically switch off anytime and doesn't start",6-Feb-25,spkincident@gmail.com
153334,mobile accessories,Redmi 5 is It is very good phone very good battery go are very good the picture quality is very good phone,26-May-25,spkincident@gmail.com
170642,mobile,wow,4-May-25,spkincident@gmail.com
145300,smartTv,Nice phone,17-Aug-24,spkincident@gmail.com
151311,mobile,"Please note that I am putting my pathatic review after using the phone for last 6 days. I don't know how gadget guru's make people fool with fake biased review. 1. Once purchase there is no refund if you don't like the product 2. The camera is pathetic. A bellow 10k phone is far better than 48mp triple camera pictures. In low lights not a single picture you will like to keep after taking snaps. 3. The speaker sound is not even clearly audio able in home itself, very low sound . You have to make pindrop sound silence to hear the sound. The micro phone does not picks up sound with a little distance. Please don't become a pray of marketing skills of Amazon for selling samsung mobiles.",7-Jun-24,spkincident@gmail.com
160829,smartTv,"Throwing crystal clear sound, trendy design, strong built, small and handy yet powerful, reasonable priced. Buy it, u won't regret.",4-Sep-24,spkincident@gmail.com
164268,smartTv,Very nice product,28-Feb-25,spkincident@gmail.com
125609,mobile,Good,20-Feb-25,spkincident@gmail.com
136172,smartTv,I love it. It's sound quality is awesome!,17-Apr-24,spkincident@gmail.com
141703,mobile,Like,16-Feb-25,spkincident@gmail.com
111107,smartTv,Absolutely original and new product.,27-Mar-24,spkincident@gmail.com
123117,books,"Excellent,mind blowing.........",11-Jun-24,spkincident@gmail.com
159953,mobile,This is the best mobile provided by realme at this price range. The design and look of the phone is very good. The phone works excellent and battery life is superb. The charging speed of the phone is also good. The rear camera of the phone is also fine but the portrait mode of the phone is not that ok. It sometimes blur the edge of the object and the sharpness of the picture is not that great in the portrait mode. Although front camera is very good and takes very good selfies. At last the phone is very good choice at this price range and it is value for the money product.,3-Apr-25,spkincident@gmail.com
139823,smartTv,It's is a masterpiece! The camera is just amazing and the improved display and water resistance makes the phone very sprcial. Would definitely recommend it if you can afford it. The better companion to this phone in a lower price segment is oneplus 3t,26-Mar-24,spkincident@gmail.com
154680,mobile,Some improvements required... Like battery.. Capacity... And other,12-Mar-25,spkincident@gmail.com
110084,smartTv,#NAME?,24-Aug-24,spkincident@gmail.com
168586,smartTv,"i just love it.timely delivered.picture quality is guite good.50hz refresh rate on 1080p video.colors are quite good.Sound quality is best.its like theater.panel is not thin.compared to lg its panel is thick.it has ips panel,viewing angel is quite good plus brightness is good.except font size of tv ,setting or menu font are too small.Overall this tv is Value for money. one more thing PANASONIC CUSTOMER care is worst.they are not helpful and they dont sound clear.you have to make efforts to understand what are they saying.",18-Feb-25,spkincident@gmail.com
157871,mobile,The only reason behind purchasing this was the step counting. And to my utter disappointment it's pedometer is faulty. It counts the hand/wrist movement as steps. I am really sad that even after spending so much it did not serve my purpose. Please don't waste your money. Pacer app on mobile is far more accurate than this wasteful gadget.,12-Jul-24,spkincident@gmail.com
159519,mobile,This is a good product. I like the mic quality very much. I can talk using this in a crowded place still the other person hear in a good quality voice.,10-Feb-25,spkincident@gmail.com
136758,refrigerator,I recently bought this camera night mode pics are really coming blurr and shaky.pickels also not clear only in night mode.pls help me to find the right mode or replace this one because I think it's a problem. After my purchase price went down to 21000 which is highly disappointing,3-Feb-25,spkincident@gmail.com
124266,books,Firstly The book is surely a Must read book. Secondly the service of Amazon.in is just superb. Hats off. The shipping only took less than 24 hours that too free of cost. The courier guy called up n confirmed that the book has been delivered at the office and can be collected from the nearest courier hub in my office.,1-Jul-24,spkincident@gmail.com
127505,refrigerator,Good Product with Low cost,28-Nov-24,spkincident@gmail.com
112737,smartTv,"Amezon should have exchange option with old Amezon fire TV still with new 4K fire tv stick in discounted price, so old user can upgrade with the new 4K fire TV stick.",15-Mar-25,spkincident@gmail.com
118656,smartTv,Build quality is poor,3-Mar-24,spkincident@gmail.com
144803,smartTv,"Nice build quality, easy to use, premium looking as well as very compact and handy. Sound quality is good enough for this price range (INR 650 on great Indian festival offer by Amazon). For a small room and quiet environment loudness(volume) is almost okay.",2-Jan-25,spkincident@gmail.com
144575,mobile accessories,Nice Product,8-Sep-24,spkincident@gmail.com
165400,mobile accessories,"When I received this phone and started using it then I was facing an issue ""Samsung widget stopped working ""it was because I have disabled some apps, but still now its fine. Fingerprint sensor is also good but camera quality isn't good and battery life is also up to the mark.",22-Feb-25,spkincident@gmail.com
170055,mobile,"the fingerprint reader is not good sometimes, but the overall phone is ok, battery backup is great.",9-Feb-25,spkincident@gmail.com
164593,mobile,Very smart,30-Jul-24,spkincident@gmail.com
133289,smartTv,"Hi, could anyone suggest me which kindle to buy either kindle 10 generation rs.6499/- or new kindle 10 gen paper weight rs.10,499/",3-Mar-24,spkincident@gmail.com
156273,mobile,Superb premium product. Value for money. Easy to use. Works well with any quick charge travel charger.,9-Sep-24,spkincident@gmail.com
159045,mobile,"There is no user manual with the product and none is available online. I am unable to use it for tracking my swimming. No guidance available for this. Tried using it after searching internet, but failed.",15-Mar-24,spkincident@gmail.com
162290,mobile,Very Bad experience..Idea Nano Sim networks are not getting detected..Redmi store reps stated that there is issue with this set..and instructed to raise a complaint ...Not sure when the technician is coming ..Fingers crossed till then. Please be careful,22-Mar-24,spkincident@gmail.com
134781,mobile,"I got a defective, writing speed sometimes at 4-5mbps and some other times 12-13mbps",3-Jun-24,spkincident@gmail.com
135718,books,I like it,17-Apr-25,spkincident@gmail.com
113211,mobile accessories,Asome phone,26-Mar-24,spkincident@gmail.com
127945,mobile,Good budget phone with good performance.,17-Jul-24,spkincident@gmail.com
161425,mobile,Use full,14-Apr-24,spkincident@gmail.com
148743,books,One of the best book I have read... Think and buy the book,17-Sep-24,spkincident@gmail.com
160853,mobile,Till now it is working great. No heating issue. Good camera. Great cleaner app of mi. Excellent sound quality.,8-Sep-24,spkincident@gmail.com
127553,mobile,Good Quality product,20-Nov-24,spkincident@gmail.com
111616,mobile,All are working well.,17-Nov-24,spkincident@gmail.com
147535,books,Not just to read and forget. The author has clearly mentioned to practice with whatever difficulties you have in life. One needs to understand on your subconscious mind only then you will get results. Affirmation is a powerful tool. Thank you so much Mr Joseph Murphy for this wonderful knowledge which you have shared.,3-Sep-24,spkincident@gmail.com
147711,mobile,Not up to the mark,19-May-24,spkincident@gmail.com
159846,refrigerator,This is not a good prodcut ..after one month it's get stop working ..it's lite become dull n not proper showing its function,11-May-25,spkincident@gmail.com
138127,mobile,Is is a good phone from realme,14-Nov-24,spkincident@gmail.com
133619,mobile accessories,"I am always Samsung lover from Guru , Galaxy Sii â€¦â€¦ Galaxy J7 variants and this one... M30. this is the best model among the lot in the market. I was advised by my fellow members to go for other phone which comes at the same price. But I decided to stick on Samsung. So without any hesitation I go for this M30 model. And I was not disappointed. Though I don't have any fascination on Mobile camera, Still like to say that it is awesome. I feel no one can beat Samsung on this part, except iPhone. Battery lasts for almost 1 and half day with my wifi on most of the times. Screen resolution is also awesome. In single word this is a excellent phone at this price. thank you Samsung.",22-Aug-24,spkincident@gmail.com
117704,refrigerator,Best product,8-Dec-24,spkincident@gmail.com
140432,mobile,Its amazing. Surely not for gaming as battery drains fast. Regular updates from Google. No lags. Beast camera at such low price.,9-Apr-25,spkincident@gmail.com
132308,smartTv,Great product at a good price of 40K!,1-Aug-24,spkincident@gmail.com
118348,mobile,Bought for my son. He liked it,12-May-25,spkincident@gmail.com
110265,mobile accessories,"100%Over all performance and 100% Battery life is too good in that price#awsm. 75%Sound quality is nice. 95%Display quality is also nice BUT 60%front camera is not good enough specially in indore light conditions, Lack of image sharpness in captured image. 89%Back camera is good but portrate mode is not working properly.. Looking like artificially blured photo . its look like the depth sensor camera is only for show off or marketing purposes... I hope HONOR will fix this camera issues by ota updates...",29-Jan-25,spkincident@gmail.com
127116,refrigerator,Good,31-May-25,spkincident@gmail.com
119910,mobile accessories,Colour not good,1-Jun-24,spkincident@gmail.com
129171,mobile accessories,"Good phone at this price. Samsung needs to beat xiaomi,oppo and vivo.",5-Apr-24,spkincident@gmail.com
115012,smartTv,BOUGHT AT BEST PRICE.....,27-May-24,spkincident@gmail.com
123328,mobile accessories,Fabulous,23-Dec-24,spkincident@gmail.com
148933,mobile,One plus has delivered it again. Another excellent one plus flagship phone.,28-May-24,spkincident@gmail.com
143513,mobile,My phone is yet not start plz help and guide it has been locked,30-Sep-24,spkincident@gmail.com
143679,mobile accessories,Neither too small nor too big. The right size with enough memory and fairly affordable price especially with EMI. The camera results are excellent.,8-Mar-25,spkincident@gmail.com
121991,mobile accessories,Excellent,18-Apr-25,spkincident@gmail.com
169272,mobile,"nice phone , but courier boy is not good. delivered product to unknown.",12-Jan-25,spkincident@gmail.com
135424,mobile,I have purchased this twice as the previous one was defective so had to order it again.The second is good.It seems like ur carrying the power supply with u.It never drains.It keeps on charging ur phone.My phone is Lenovo and it takes 3- 5 hours easily to charge my phone.Does not know if that's my phone fault.Usually it takes 1 hour to charge any other phone completely.Look wise quite handy and sleek design,24-Jul-24,spkincident@gmail.com
156728,books,Thanks for delivering it quickly. The book is worth the read for everyone going through tough phase.,7-Jul-24,spkincident@gmail.com
149032,mobile accessories,Only for houseold use.....this mobile is perfect,5-Apr-24,spkincident@gmail.com
133011,mobile,Head set are messing phone as been heated,29-Jan-25,spkincident@gmail.com
138371,mobile,It has no bass. Not expected from jbl,26-Mar-25,spkincident@gmail.com
129848,mobile accessories,Good product,4-Jan-25,spkincident@gmail.com
135962,smartTv,I like this product,21-Oct-24,spkincident@gmail.com
145414,smartTv,Nice phone,16-Feb-25,spkincident@gmail.com
113791,refrigerator,"Awesome DSLR camera for beginners, just go for it",17-Jan-25,spkincident@gmail.com
137149,refrigerator,"I was using Pebble Smartwatch before this which used to give me 7-10 days battery life...But i needed an upgrade so after researching a lot i thought of buying this as it works with my iphone too...Although i cant use all its features on iphone...it still does the important ones !!! I love the apps available on the app store and the watch faces are all awesome !!! I love that i can store music on it...i dont need to carry my phone for music while running anymore... Its GPS is almost perfect at par with Garmin !!! Its Heart rate monitor is good but not perfect... The swivelling bezel is what i love the most....it feels awesome to use the watch... Although its a bit big but very light... All in all perfect for any type of work, leisure or workout !!!",21-Jan-25,spkincident@gmail.com
164870,smartTv,Volume of speaker is low as compared other Bluetooth speaker,21-Sep-24,spkincident@gmail.com
162698,mobile,Very fast and good battery life,2-Apr-24,spkincident@gmail.com
166469,refrigerator,Worth it,5-Feb-25,spkincident@gmail.com
134050,mobile,I am writing this review after using it for more than one week. At this price point this phone is amazing. I should say battery is really a monster. Let me explain individual points : Display : It's super amoled. So no doubt display is 5/5. Camera : we have triple camera setup here. 48 mp gives good detail and wide angle lens also gives a good coverage. Performance of depth camera is also good. Front camera is performing good when u have good lighting. In low lighting if you are taking individual selfies then you have option of display flash and that gives a good. Performance : this mobile is performing really good in day to day usage. UI : less customization available. But easy to use that is good. Battery : that is a real MONSTER. I love small mobiles so it could have been a complete killer for me if screen size is less than 6 inches.,11-Dec-24,spkincident@gmail.com
110619,smartTv,"A good buy. Satisfied. The only drawback is the charge, 3 hrs max backup.",25-Aug-24,spkincident@gmail.com
131779,books,Great book,9-Feb-25,spkincident@gmail.com
119139,mobile accessories,Camera is too gud . Super phone ðŸ˜†ðŸ˜†,2-May-24,spkincident@gmail.com
150340,mobile accessories,Phone bav mast che aatla badha functions 12000 ma levay a mobile aa mobile ma kai khami nahi,19-Sep-24,spkincident@gmail.com
153528,mobile accessories,"Right decision taken by Samsung to reduce the price by 1000â‚¹ within 15 days of its launched. Those who (including me) have purchased it with its original price feels cheated. But I still believe with its current price 7999 the phone is not worth as you can get much better options. So I will not be surprised if it makes another price cut within next 15 days. Now abt the phone , I only find the battery and the super amoled screen good, Rest the camera , cpu performance and signal strength not good. Finger print sensor is slow. For comparison the Redmi 7 gives better performance than this phone. I am sure with this price bracket there are much better options available in amazon itself.",9-Jul-24,spkincident@gmail.com
143599,mobile accessories,NYC handset,21-Mar-25,spkincident@gmail.com
163086,mobile,"Very good features considering it costs 5998, infact best phone under 6k.",16-Mar-25,spkincident@gmail.com
124086,smartTv,Firefox OS smart tv will not work. Keep on losing the connection and customer service will not help you took the wrong decision to buy it. Amazon frauded me,8-Apr-25,spkincident@gmail.com
152915,smartTv,Really dissapointed. The charger is not working,15-Apr-25,spkincident@gmail.com
167822,mobile accessories,fingerprint place is moving which isnot fixed to the phone...... battery is very bad...i received this phone with 50% battery... it took 90 minutes to charge 100% battery with fast charger.... battery is very bad.. if u people are looking m30 for good battery... i suggest dont buy m30..,3-Mar-25,spkincident@gmail.com
170181,books,this is very good book for all people.and everyone wants to read this book.....nd follows the principle given in this book.,22-Nov-24,spkincident@gmail.com
122313,mobile,Excellent battery life and camara,7-Aug-24,spkincident@gmail.com
123622,smartTv,Fastest laptop ever seen!!,9-Jan-25,spkincident@gmail.com
147389,mobile accessories,Not for gaming Tried pubg I noticed lot of frame drops and lags. I don't recommend for gamers,5-Apr-25,spkincident@gmail.com
127101,smartTv,Good,24-Apr-25,spkincident@gmail.com
150519,mobile accessories,Phone is good but camera quality and processor is bad bad,17-Jun-24,spkincident@gmail.com
118821,mobile,Camara is not good,9-Dec-24,spkincident@gmail.com
135510,smartTv,"I have used every model of iPhone since 2007, and I bought both iPhone7 and iPhone7 Plus, so I think I can review this, but I am not going to. I think I don't need to review an iPhone! It is out of the world, no doubt about that, but I am here surprised because I actually got an email, asking me to give 1 star rating to iPhone7 on amazon.in, and in return, they'll send me some freebies! This is both terrible and concerning. Looking at the reviews now, it is quite evident that people in India are obviously believing this. EVERY 1/2/3 star review is fake, and it is really easy to spot one. - NONE of them have 'Verified Purchase' badge, infact as of now, I am the only one with this badge! - Most accounts were created on the same date to get the freebies. - Most have only 1 item review history. I hope they all are getting their free USB data cable. - There are bots that can create these fake amazon accounts with disposable email ID's. I have reported this issue to amazon, and I hope they are taking required actions.",5-Nov-24,spkincident@gmail.com
134314,mobile accessories,"I bought this mobile for my dad, completely satisfied with battery. One full charge is coming up to 2 days. Camera and fingerprint sensor is good. Face unlock/auto brightness options are not up to the mark. Overall satisfied with the product within the price range.",3-May-24,spkincident@gmail.com
168758,mobile,im glad mi got this one thing right its worth a buy. can charge my phone almost 3 full charges,3-Sep-24,spkincident@gmail.com
148909,mobile accessories,One of the top phone ðŸ‘,14-Feb-25,spkincident@gmail.com
146134,refrigerator,Nice product but we cannot install 3rd party application,2-May-24,spkincident@gmail.com
128314,mobile accessories,Good for small price,25-May-24,spkincident@gmail.com
156033,mobile accessories,Superb,30-Jun-24,spkincident@gmail.com
147754,smartTv,Not working,15-Jan-25,spkincident@gmail.com
125074,books,Good,14-May-25,spkincident@gmail.com
144032,smartTv,Nice,23-Sep-24,spkincident@gmail.com
139926,mobile accessories,It's not at all worth the money and the main reason is its wireless connectivity. Sounds keeps on distorting when you are in motion and your phone is in your pocket or at some distance and that's the main reason for using wireless headphones which this does not fulfils,26-Dec-24,spkincident@gmail.com
129176,mobile,Good phone brought it during Diwali sales!,1-Apr-25,spkincident@gmail.com
119318,mobile accessories,Camera quality is good but one thing huawai must done that processing of image must be improve. White balance and colur is more saturated and image seems unrealistic.,16-May-24,spkincident@gmail.com
160558,mobile,This product is good but when if the problem arise there care centers are give you wrost experience even if your device is in warranty.,28-May-25,spkincident@gmail.com
158049,mobile accessories,"The phone is getting slow day by day. The battery backup is not up to the mark. My realme2 had around 3200mah battery, but that used to last longer than m30's 5000mah battery. Finger print is slow at times. Camera is good. Overall i will not prefer and recommend samsung m30 or i guess any samsung phone due to its slowness and performance issues.",4-Aug-24,spkincident@gmail.com
119933,mobile,"Coming from using Moto G5s+ I was hoping to have as easy handling of two SIMs, but I have ended up clicking more than less, maybe I have not found the correct option yet, but a good phone, value for money. I found the fingerprint sensor not as sensitive, have to press at times. Battery last two days for my usage. I miss cameras that show life as it is without processing, processing should ideally be done afterwards not on the original",15-Sep-24,spkincident@gmail.com
144845,refrigerator,Nice camera,1-Sep-24,spkincident@gmail.com
112589,smartTv,Amazing sound! At first you'll feel like wtf... What'll this tiny little thing do! But believe me when you'll play music on it you'll be shocked!!! Thanks to Amazon India for delivering it in just 3 days at Guwahati.,4-Apr-25,spkincident@gmail.com
120074,smartTv,Cool product,30-Mar-24,spkincident@gmail.com
148097,mobile accessories,OSM Look & Phone quality,15-Aug-24,spkincident@gmail.com
170289,mobile accessories,value for money,29-Oct-24,spkincident@gmail.com
159724,smartTv,This is great device,1-Apr-25,spkincident@gmail.com
130949,mobile accessories,"Good sound quality, battery life is excellent, camera is 48mp Overall nice phone",8-Aug-24,spkincident@gmail.com
138515,mobile,It is a very nice product. Can charge a phone for upto three times without dying out. Battery backup is also good. Good for long travel.,22-Dec-24,spkincident@gmail.com
145598,mobile accessories,Nice phone in that range and I think it's better then redmi,28-Oct-24,spkincident@gmail.com
147553,mobile accessories,Not much,24-Oct-24,spkincident@gmail.com
135882,smartTv,I like the sound,14-Jun-24,spkincident@gmail.com
131405,refrigerator,Got it in a reasonable price,5-Feb-25,spkincident@gmail.com
168246,mobile accessories,good phone. But yeah need some improvement in miui version. Cause it is hanging. Selfie camera is average but yeah video quality and even slow motion quality is not as good as we expect.,23-Sep-24,spkincident@gmail.com
110463,mobile,90hz what more can I tell,9-May-24,spkincident@gmail.com
127494,mobile accessories,Good Product at The Price Segment Of 7k. If Your Thinking to buy Now a days then Go For Others Model.,21-Nov-24,spkincident@gmail.com
140001,mobile accessories,It's perfect but slightly money as well as higher more than about mi Store,7-Apr-24,spkincident@gmail.com
160450,mobile,This phone: Gets 1080p 60fps video recording. Me: *laughs in 4k 60fps*,16-Mar-24,spkincident@gmail.com
129453,smartTv,Good picture clarity Very good sound Full android experience It's truly for tight budget fellows,27-Jun-24,spkincident@gmail.com
131955,books,"Great gifting idea for the ""young people of all age"", who want to take risk in life",8-Apr-24,spkincident@gmail.com
155367,mobile,"Style very good , used for less load",23-Nov-24,spkincident@gmail.com
115281,smartTv,"Bass is too high,do not support any of Bose app , so u can not adjust anything.Too heavy as compare to other companies products like JBL,BOAT etc.Sound quality is good but sound of few songs will irretate u and u can not adjust it.",18-Mar-25,spkincident@gmail.com
118970,mobile,Camera is Fair enough but battery backup is Little less .,23-Oct-24,spkincident@gmail.com
133997,smartTv,I am very happy with this product 32 inch smart led TV It have Good picture quality Smart features & Quality Voice.,8-Apr-24,spkincident@gmail.com
119184,mobile,Camera needs serious improvement.... Please in updates do consider improving camera quality.... Rest is no issue..... Camera is a vital and plays substantial role,19-Apr-25,spkincident@gmail.com
